hello;olá
Look... over t-t-there! That fishing spot c-c-contains the f-f-f-fish he likes.;Olha... ali! Aquele local de pesca c-c-contém os peixes que ele gosta.
Take me to your leader!;Leve-me ao seu líder!
On my island.;Na minha ilha.
Go now! Go, and don't look back!;Vá agora! Vá e não olhe para trás!
I went to anger management classes, my lambkin; that's why I was treating you so kindly. It's either this way of talking or I'll go back to shoving children into ovens.;Fui a aulas de controle da raiva, meu cordeiro; é por isso que eu estava tratando você tão gentilmente. Ou é assim que se fala ou voltarei a enfiar crianças nos fornos.
Ã“bvio, sim, mas por que em Guilenor vocÃª precisaria de uma galinha morta-viva quando hÃ¡ galinhas vivas perfeitamente boas ali perto?;Óbvio, sim, mas por que em Guilenor você precisaria de uma galinha morta-viva quando há galinhas vivas perfeitamente boas ali perto?
Oh, alright then.;Ah, tudo bem então.
VÃ¡ para a mina de ferro a nordeste de Rimmington e bata na barra com um velho martelo de ferreiro enquanto olha para o norte. EntÃ£o leve seu novo Ã­mÃ£ para Ava. Pobre garota, tendo que lidar com idiotas como vocÃª.;Vá para a mina de ferro a nordeste de Rimmington e bata na barra com um velho martelo de ferreiro enquanto olha para o norte. EntÃ£o leve seu novo ÃmÃ£ para Ava. Pobre garota, tendo que lidar com idiotas como você.
Brinquedos? Snookums? Do que vocÃª estÃ¡ falando, seu velho maluco?;Brinquedos? Snookums? Do que você está falando, seu velho maluco?
You go, [PLAYER_NAME], I don't belong there... I belong here, in ScapeRune. This is the only place I can ever go...;Vá você, [PLAYER_NAME], eu não pertenço a esse lugar... meu lugar é aqui, em ScapeRune. Este é o único lugar onde posso ir...
VÃ¡ e fale com a bruxa da porta ao lado.;Vá e fale com a bruxa da porta ao lado.
Mmm, mmm... that's... mmm... delicious...;Mmm, mmm... isso é... mmm... delicioso...
Ã“timo, vocÃª irÃ¡ longe! Fiz alguns lindos brinquedos de metal pintado para vocÃªs, snookums.;Ótimo, você vai longe! Fiz alguns lindos brinquedos de metal pintados para vocês, snookums.
 We'll need a magnet next, one with purely natural fields and made from a carefully selected iron bar. A firm impact when the iron is parallel to Gielinor's field will stabilise this field in the rod.;A seguir, precisaremos de um ímã, com campos puramente naturais e feito de uma barra de ferro cuidadosamente selecionada. Um impacto firme quando o ferro estiver paralelo ao campo de Guilenor estabilizará esse campo na barra.
Meus dispositivos espiritomÃ©tricos mostram que vocÃª esteve em contato prÃ³ximo com animais fantasmagÃ³ricos. Estamos mais perto do sucesso?;Meus dispositivos espirituais mostram que você esteve em contato próximo com animais fantasmagóricos. Estamos mais perto do sucesso?
Ava me disse para perguntar sobre como fazer Ã­mÃ£s. Algo sobre campos naturais e outras coisas. Parecia que ela precisava de um fazendeiro, para ser honesta.;Ava me disse para perguntar sobre como fazer ÃmÃ£s. Algo sobre campos naturais e outras coisas. Parecia que ela era a primeira de um fazendeiro, para ser honesta.
Our love can never be, sweet [PLAYER_NAME].;Nosso amor nunca poderá existir, querido [PLAYER_NAME].
Aqui estÃ£o eles.;Aqui estão eles.
NÃ£o hÃ¡ necessidade de me tratar tanto com condescendÃªncia, vocÃª sabe.;Não há necessidade de eu tratar tanto com condescendência, você sabe.
Well, for a start, undead feathers are much cleaner than living ones; no dust mites or anything. Secondly, I always think of Ernest when I see a chicken, so my nerves can't take killing them.;Bem, para começar, as penas dos mortos-vivos são muito mais limpas do que as vivas; sem ácaros nem nada. Em segundo lugar, sempre penso em Ernest quando vejo uma galinha, então meus nervos não aguentam matá-la.
Away from this place! To Gielinor!;Longe deste lugar! Para Guilenor!
Bem, preciso das penas para deixar minha cama mais confortÃ¡vel. Uma cama confortÃ¡vel me ajudarÃ¡ a dormir. Ã“bvio, realmente.;Bem, preciso das penas para deixar minha cama mais confortável. Uma cama confortável me ajudando a dormir. Óbvio, realmente.
Come? Come where?;Vir? Venha para onde?
Then why do I need a chicken for my reward; we already established that I don't use a bed?;Então por que preciso de uma galinha como recompensa; já estabelecemos que não uso cama?
OlÃ¡, olÃ¡, meu boneco. O que traz vocÃª ao meu quartinho?;Olá, olá, meu boneco. O que traz você ao meu quartinho?
Let me out of here!;Deixe-me sair daqui!
But I love you!;Mas eu te amo!
Ã‰ melhor do que matar galinhas ou passear em lojas de pesca, suponho. EntÃ£o, o que vem a seguir?;É melhor do que matar galinhas ou passear em lojas de pesca, suponho. Então, o que vem a seguir?
NÃ£o se preocupe, querido, posso lhe dizer exatamente o que fazer e vocÃª nÃ£o terÃ¡ que se preocupar com as partes complicadas.;Não se preocupe, querido, posso lhe dizer exatamente o que fazer e você não terá que se preocupar com as partes complicadas.
Evil Bob has fallen asleep, come quickly!;Evil Bob adormeceu, venha rápido!
Posso perguntar exatamente como uma galinha morta-viva irÃ¡ ajudÃ¡-lo a dormir?;Posso perguntar exatamente como uma galinha morta-viva irá ajudá-lo a dormir?
That was the strangest dream I've ever had! Assuming it was a dream...;Esse foi o sonho mais estranho que já tive! Supondo que fosse um sonho...
Now, let me take... a little... catnap...;Agora, deixe-me tirar... uma pequena... soneca...
IncrÃ­vel! Sucesso! Afinal, posso esperar umas boas noites de sono.;Incrível! Sucesso! Afinal, posso esperar umas boas noites de sono.
I begin to understand your plan. We've covered feathers and arrowheads now; what next?;Começo a entender seu plano. Já cobrimos penas e pontas de flechas; o que vem a seguir?
Precisamos de uma fonte de madeira, mas que seja espiritualmente ativa e possa se regenerar. Isso vai lhe poupar algum trabalho de machado no futuro.;Precisamos de uma fonte de madeira, mas que seja espiritualmente ativa e possa se regenerar. Isso vai lhe poupar algum trabalho de machado no futuro.
bem perto.;bem perto.
Eles vÃ£o tentar me matar e eu nÃ£o posso revidar!;Eles vão tentar me matar e eu não posso reviver!
AlÃ©m disso, as flechas que vocÃª disparar devem poder ser atraÃ­das de volta para sua aljava pela astuta ave.;Além disso, as flechas que você dispara devem poder ser atraídas de volta para seu aljava pela astuta ave.
I've manufactured the magnet; here it is.;Eu fabricei o ímã; aqui está.
Agora vocÃª sabe como se sentem aqueles pobres guardas quando vocÃª se esconde atrÃ¡s de cogumelos e cercas e os ataca de longe! De qualquer forma, acho que vocÃª precisarÃ¡ tentar um mithril ou um machado melhor nas Ã¡rvores. Pelo menos as Ã¡rvores sÃ£o;Agora você sabe como se sente aqueles pobres guardas quando você se esconde atrás de cogumelos e cercas e os ataca de longe! De qualquer forma, acho que você precisará tentar um mithril ou um machado melhor nas árvores. Pelo menos as árvores são
Ahh, you came to the right man; odd things, those trees. What is it you are needing exactly?;Ahh, você veio ao homem certo; coisas estranhas, aquelas árvores. O que você está precisando exatamente?
Acho que preciso de um pouco da madeira deles, mas meu machado acabou de bater no tronco.;Acho que preciso de um pouco da madeira deles, mas meu machado acabou de bater no tronco.
Machados abenÃ§oados sÃ£o muito macios para cortar madeira normal, pois a borda do machado deve ser substituÃ­da por prata sagrada. Posso lhe fazer um favor, no entanto.;Machados abençoados são muito macios para cortar madeira normal, pois a borda do machado deve ser substituída por prata sagrada. Posso lhe fazer um favor, no entanto.
Ok, entÃ£o vou ver se posso dispensar um machado e um sÃ­mbolo. Obrigado.;Ok, então vou ver se posso dispensar um machado e um símbolo. Obrigado.
Estou aqui para uma missÃ£o. Ava disse que viu vocÃª rondando as Ã¡rvores em movimento perto da MansÃ£o Draynor.;Estou aqui para uma missão. Ava disse que viu você rondando as árvores em movimento perto da Mansão Draynor.
Oh okay then, I'll go talk to Mazchna.;Tudo bem então, vou falar com Mazchna.
No that's okay, I'll take a task from you.;Não, tudo bem, vou pegar uma tarefa sua.
You're actually very strong, are you sure you don't want Mazchna in Morytania to assign you a task?;Na verdade, você é muito forte. Tem certeza de que não quer que Mazchna, na Moritânia, lhe atribua uma tarefa?
They are still stumping me. Here are the notes; I really hope your head doesn't explode from reading them.;Eles ainda estão me deixando perplexo. Aqui estão as notas; Eu realmente espero que sua cabeça não exploda ao lê-los.
OlÃ¡, estou aqui por causa daquelas Ã¡rvores novamente.;Olá, estou aqui por causa daquelas árvores novamente.
Bastante. Agora que temos todos os ingredientes para setas infinitas, sÃ³ precisamos de um recipiente no qual possamos manter os componentes no alinhamento mÃºtuo correto.;Bastante. Agora que temos todos os ingredientes para conjuntos infinitos, só precisamos de um recipiente no qual possamos manter os componentes no alinhamento mútuo correto.
Gostaria de ver essas notas de pesquisa agora, a menos que vocÃª as tenha traduzido sem mim.;Gostaria de ver essas notas de pesquisa agora, a menos que você tenha as traduzido sem mim.
NÃ£o seria de todo ruim, pois seu corpo seria Ãºtil para pesquisas apÃ³s a morte. O que me deixaria chateado seria se pedaÃ§os seus caÃ­ssem na minha bela cama nova.;Não seria de tudo ruim, pois seu corpo seria útil para pesquisas após a morte. O que me deixaria chateado seria se pedaços seus caíssem na minha bela cama nova.
NÃ£o agora.;Não agora.
Eu diria que eles nÃ£o crescem em Ã¡rvores, mas acho que vocÃª seria sarcÃ¡stico sobre meu senso de humor.;Eu diria que eles não estão crescendo em árvores, mas acho que você seria sarcástico sobre meu senso de humor.
VocÃª certamente demorou.;Você certamente demorou.
Eu traduzi essas notas. Ver? NÃ£o sou apenas um idiota bandido como vocÃª parece pensar.;Eu traduzi essas notas. Ver? Não sou apenas um idiota bandido como você parece pensar.
Uau, Ã³timo, agora o fabricante da flecha estÃ¡ pronto para uso... aÃ­ estÃ¡ vocÃª! Fale comigo se precisar de mais informaÃ§Ãµes posteriormente.;Uau, ótimo, agora o fabricante da flecha está pronto para uso... você está! Fale comigo se precisar de mais informações posteriormente.
Reuni algumas notas de pesquisa de vÃ¡rias fontes, mas nÃ£o consigo entender o que significam. Se vocÃª quiser tentar decifrÃ¡-los, Ã© sÃ³ me pedir uma cÃ³pia.;Reuni algumas notas de pesquisa de várias fontes, mas não consigo entender o que significam. Se você quiser tentar decifrá-los, só me peça uma cópia.
VocÃª tambÃ©m Ã© habilidoso o suficiente para que eu o recompense com a versÃ£o atualizada imediatamente. ParabÃ©ns.;Você também está habilitado o suficiente para que eu o recompense com uma versão atualizada imediatamente. Parabéns.
Se vocÃª estiver tendo problemas para encontrar botÃµes, ouvi rumores de que o H.A.M. a sociedade carrega esse tipo de coisa mais do que a maioria.;Se você estiver tendo problemas para encontrar botes, ouvi rumores de que o H.A.M. a sociedade carrega esse tipo de coisa mais do que a maioria.
I've given you a pattern for the container; you'll need to combine them with some polished buttons and hard leather. Then we're almost done. Good news, eh?;Eu lhe dei um padrão para o contêiner; você precisará combiná-los com alguns botões polidos e couro duro. Então estamos quase terminando. Boas notícias, hein?
Posso fazer um machado para vocÃª agora, se desejar. Lembre-se, nÃ£o adiantarÃ¡ para xilogravura normal depois de adicionar a borda prateada.;Posso fazer um machado para você agora, se desejar. Lembre-se, não adiantará para xilogravura normal depois de adicionar a borda prateada.
I can see why you don't have any assistants; you're not exactly easy to work with.;Entendo por que você não tem assistentes; você não é exatamente fácil de trabalhar.
Here's a new axe; may it serve you well.;Aqui está um novo machado; que isso lhe sirva bem.
